Title,Artist,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Rock & Halloween,Marilyn Manson,41f2eGe9sdVQ56ZjRRrowP,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,293293
Twisted Halloween Hits,Marilyn Manson,0WK1p8CduOKInJdZcjDy5A,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,293293
Halloween Scary Party,Marilyn Manson,0JtccJIQR0zb4t2SSdsGeN,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,293293
Halloween Spooky Party 2022,Marilyn Manson,40dr3CZGx83RL6ADIC7xvv,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,293293
Pop & Halloween,Marilyn Manson,6YrAf4oXHqLg0ZANlUMz6y,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,293293
Обратно в клас - rock,Counting Crows,7D9CMVj8TeaozjxYCIE5oF,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,272733
Happy Haunted Halloween Tunes,Marilyn Manson,2Z2vcMJMq1SFmteHzxJoey,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,222773
Alternative Rock Mixtape,Blur,5llJJM8CQpZhfUBwrJzp4c,0.32,0.546,9,-8.33,1,0.0278,0.181,1.98e-06,0.0928,0.263,163.824,238520
tardes tranqui,Babasónicos,6FvZIDTCtmWC4KERBlLQ5f,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,242520
All Out Alternative,Blur,28b9AxJDN10waQFdU71ggu,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,121160
noches de lluvia,Babasónicos,34kHexFdmug6nYZzkz3hc0,0.696,0.448,8,-9.099,1,0.0333,0.452,2.43e-05,0.0904,0.569,95.004,242520
Never Trust a Happy Song,Grouplove,0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,218013
aurora,Bea Miller,6E37j4b44JGpdk297urpKM,0.573,0.441,6,-5.799,0,0.0758,0.186,0.0,0.61,0.389,61.657,185546
Boku no Sensou,Shinsei Kamattechan,3KhwEuqLNjHfsKaBDo1yVh,0.473,0.936,2,-4.877,1,0.0704,0.00916,0.0422,0.31,0.416,144.014,280466
Out Of Time (25th Anniversary Edition),R.E.M.,31AOj9sFz2gM0O3hMARRBx,0.666,0.855,9,-5.051,0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,268426
Picture Show,Neon Trees,2iUmqdfGZcHIhS3b9E9EWq,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,177280
Run for Your Life,The Seige,0L7lTy1aRn1TYYCTazcO5j,0.714,0.905,4,-5.137,0,0.245,0.0921,0.00149,0.0863,0.362,118.119,180137
The New Abnormal,The Strokes,5ruzrDWcT0vuJIOMW7gMnW,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053
Weathered,Creed,42T2QQv3xgBlpQxaSP7lnK,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240
"10,000 Reasons (Live)",Matt Redman,0fxpHpK3aw2nFWII6yveDD,0.431,0.485,7,-8.085,1,0.0274,0.452,0.0,0.544,0.367,145.22,342493
Walk Through Fire,The EverLove,7K0WZ75nHqj450OYd3ZywF,0.691,0.841,8,-7.026,0,0.0436,0.00438,4.44e-05,0.31,0.755,92.025,243329
Carry On,The Score,3CrsuTJomWZmeXIvKhV45l,0.563,0.678,2,-4.717,0,0.0392,0.0228,0.0,0.342,0.134,127.883,190048
Acústico (Ao Vivo),Charlie Brown Jr.,2QGuFhaQDrGKqtkOgItDJS,0.632,0.866,1,-5.445,0,0.0488,0.0556,5.75e-06,0.518,0.835,87.785,224973
US Pop 20s,Fitz and The Tantrums,0393PMIQFV9pewSmxoWwXw,0.705,0.927,1,-2.701,1,0.0776,0.0327,0.0,0.0705,0.945,159.978,136940
Feeling Good - Adult Pop Favorites,KALEO,6ngu6sBaJMM05mAVATApZJ,0.534,0.338,0,-8.608,0,0.0346,0.515,9.26e-06,0.124,0.111,120.399,273880
La Fine dell'Estate,KALEO,0jpH3aJTsu8PNTHO5TzWPv,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522,213706
Indie Chill Out,KALEO,7n4Y9BCKLHi4hqI2NctuAq,0.55,0.531,8,-7.431,1,0.0309,0.256,0.0,0.0509,0.364,98.014,212392
New Pop Classics,Fitz and The Tantrums,63J97fSuqUiTB7rm58OfxV,0.705,0.927,1,-2.701,1,0.0776,0.0327,0.0,0.0705,0.945,159.978,136940
Tek It - New Noise,Fitz and The Tantrums,6IKtfO76zpYpYnfOb8Ley8,0.705,0.927,1,-2.701,1,0.0776,0.0327,0.0,0.0705,0.945,159.978,136940
All Bops,KALEO,5IL61OxHy3t9W42qZOnw3m,0.692,0.553,2,-6.164,1,0.0389,0.596,3.01e-05,0.305,0.356,125.903,186906
All Out Alternative,Young the Giant,0kz60VCKOQrGfv7fpHqwyf,0.533,0.721,11,-7.309,0,0.0417,0.0338,6.24e-06,0.115,0.225,128.972,249520
OO's Music Grandi Successi,No Doubt,3A5GWLRz25wpL8yx4vf0sq,0.606,0.75,8,-4.535,0,0.0306,0.0026,0.000795,0.321,0.771,126.316,225866
Happy Commute,Fitz and The Tantrums,7vNEDUsDuUZ4MOkrl3REj2,0.65,0.956,4,-4.113,1,0.0564,0.0153,3.86e-05,0.364,0.673,104.018,156960
Emo Christmas 2022,Jimmy Eat World,6uYSPBL3Y2shKlqH52Rw4l,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,267493
Fishing Music,Creed,6fz1H1xvH7uUycVKUVUHwb,0.38,0.72,2,-5.766,1,0.0356,0.00899,0.00147,0.221,0.172,129.982,239373
Metal,Pantera,1NaHqvYJ48wdyQZMkNnUUr,0.428,0.704,6,-8.018,0,0.0808,0.000156,0.00223,0.0933,0.703,116.898,315120
20's Rock,Fitz and The Tantrums,2cSKGtyDddIwiSe5EhWAtW,0.705,0.918,6,-2.771,0,0.0678,0.0405,0.000106,0.0803,0.537,92.513,207925
Alternative Christmas 2022,Jimmy Eat World,5KoRwyRC1Yp3fTQQuZeMbM,0.196,0.93,11,-5.131,1,0.0519,0.0116,0.00214,0.105,0.566,194.319,173560
Rock n Roll Christmas,Jimmy Eat World,0hPjv7ShJQkoZM8JiBnTqa,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,267493
Groove Metal Roots & Branches,Pantera,1f9jv3jIHqwZhVW7NMAgYN,0.361,0.97,8,-5.69,0,0.0837,6.58e-06,0.000162,0.039,0.561,156.96,236720
10's Dance Classics,Fitz and The Tantrums;Dave Audé,2rUzh19do9xKVsfWCa92x7,0.725,0.918,8,-2.468,1,0.0352,0.000148,0.00127,0.0642,0.503,128.016,295932
Alternative Christmas 2022,Jimmy Eat World,2S9yxu8MLsL0CXoSdGuues,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,267493
Alternative Christmas 2022,Jimmy Eat World,6vMAhCWv2XzOqXj6pYTh5H,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,267493
All Out Alternative,Fitz and The Tantrums,4QBuC8RxPzFPHPryVdnF0m,0.634,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.957,193253
Los Clásicos del Pop 90s,No Doubt,13qGcgZe2DoDxPwXbbcbTg,0.508,0.752,5,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.554,76.07,262746
Mirando las nubes,Jimmy Eat World,7bg7JfJvKgKX1xTn1gGAki,0.644,0.848,2,-5.385,1,0.0529,0.0358,0.0,0.0676,0.928,162.151,166040
Emo Christmas 2022,No Doubt,6FLMTRlci8RrAegvGIuoYS,0.505,0.939,9,-4.165,1,0.0415,0.00281,0.0232,0.0516,0.963,177.68,160586
Halloween Hits,No Doubt,0Hs9WwuAMYmMiIaaYLhE6i,0.485,0.924,10,-4.046,1,0.0579,0.0373,1.62e-06,0.248,0.661,143.244,266706
OO's Music Grandi Successi,No Doubt;Bounty Killer,1zKsMKyoroSE4Pw41NJREK,0.705,0.871,11,-3.557,0,0.123,0.0618,0.0,0.226,0.749,93.625,207040
Rock & Halloween,Soundgarden,2vGDTOtslhkco6LVFfdEI2,0.351,0.827,6,-5.351,1,0.0412,0.000222,0.000118,0.0755,0.145,105.463,318586
Helloween Party,No Doubt,52qebMWeKw2x34v56DPFcl,0.485,0.924,10,-4.046,1,0.0579,0.0373,1.62e-06,0.248,0.661,143.244,266706
Rock Workout 2023,No Doubt,5qmdJ43JhLyQU06f673RJ1,0.508,0.752,5,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.554,76.07,262746
Rock & Halloween,No Doubt,01XHdHj96m9u8VEyvInHGE,0.485,0.924,10,-4.046,1,0.0579,0.0373,1.62e-06,0.248,0.661,143.244,266706
Hits Pop Rock 90's,Soundgarden,6JN0cjFT0zDRYxzqcKrvwf,0.258,0.904,0,-5.625,1,0.0386,2.2e-05,0.218,0.255,0.832,186.054,246920
Обратно в клас - rock,No Doubt,2ZLe81mFJfD39BqIy3zkWb,0.508,0.752,5,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.554,76.07,262746
Christmas Rock 2022,Jimmy Eat World,7MUd9iu6pW3KnLcz2NuMcs,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,267493
Alternative Christmas 2022,No Doubt,2VSN91ig6Mw7YvZyd9zda9,0.505,0.939,9,-4.165,1,0.0415,0.00281,0.0232,0.0516,0.963,177.68,160586
Hits Pop Rock 90's,No Doubt,0S51NLrTscfLemwPv2rjNv,0.635,0.937,2,-2.86,1,0.0452,0.0735,6.95e-05,0.134,0.78,108.003,205946
Обратно в клас - rock,Jimmy Eat World,4haXv9IJwOlJJsT6FNJPYk,0.644,0.848,2,-5.385,1,0.0529,0.0358,0.0,0.0676,0.928,162.151,166040
Timeless Rock Hits,Stone Temple Pilots,0BaVcB3Mn8QgGUdEi2yqCb,0.416,0.954,7,-3.157,0,0.0467,0.0021,0.0,0.177,0.498,144.724,310346
Hits Pop Rock 90's,Soundgarden,7KPwpv8wlkkaNRd4LLoQT9,0.351,0.827,6,-5.351,1,0.0412,0.000222,0.000118,0.0755,0.145,105.463,318586
Mirrorball / Mind Over Matter (Reprise),Young the Giant,77KnJc8o5G1eKVwX5ywMeZ,0.393,0.487,0,-6.348,1,0.0337,0.229,0.0,0.128,0.3,151.958,230866
"Elliot's Song (From ""Euphoria"" An HBO Original Series)",Dominic Fike;Zendaya,7JIIY2oDPFkURYMCLJuzhe,0.394,0.327,4,-14.291,1,0.114,0.849,0.0,0.125,0.411,93.358,150320
Legends Are Made,Sam Tinnesz,3VBvV5wMMgEkrXqILx8JnB,0.553,0.89,0,-4.879,1,0.0413,0.123,0.0,0.139,0.674,87.871,169758
Carnival of Rust,Poets of the Fall,2DtPEKs3Pj7E06EoWW4vw8,0.492,0.59,5,-4.593,0,0.0239,0.225,2.79e-05,0.0973,0.124,91.018,262946
No Place Is Home,Welshly Arms,2bDENJyfbxj0neGiXUFvIX,0.537,0.656,11,-5.863,0,0.0411,0.0458,2.54e-06,0.112,0.45,141.873,232173
Welcome to the Fire,Willyecho,1wybXxUeY5yj4Zi7d6jAaW,0.597,0.522,2,-5.683,0,0.0331,0.297,0.0,0.0854,0.334,119.792,202250
MTV Unplugged In New York,Nirvana,15VRO9CQwMpbqUYA7e6Hwg,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,261093
Awake,Skillet,4CbKVDZkYKdv69I4bCaKUq,0.533,0.967,1,-2.543,1,0.0995,0.00791,0.0,0.336,0.782,142.018,186813
BLOOD // EDITS,grandson;King Kavalier,1vhNd2F1bNKV7DN4Moa8z2,0.586,0.813,8,-6.357,0,0.0804,0.0494,5.54e-06,0.0939,0.655,149.812,179374
In Utero - 20th Anniversary - Deluxe Edition,Nirvana,11LmqTE2naFULdEP94AUBa,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160
By the Way (Deluxe Edition),Red Hot Chili Peppers,3ZOEytgrvLwQaqXreDs2Jx,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,269000
Life Is Beautiful,The Afters,5gxakaZJUKXaPZPPzVZ5Tu,0.497,0.837,2,-3.672,1,0.046,0.0155,0.0,0.0763,0.489,86.016,239986
Rock Workout 2023,Neon Trees,2ZUyxzeqj11CBJwZbnYgb8,0.474,0.916,8,-3.93,1,0.0624,0.00504,0.0,0.325,0.745,154.948,177280
CHRISTMAS TOP HITS 2022,Neon Trees,0a0ojBktF5aWS7Cdjf4rTA,0.529,0.818,6,-6.622,1,0.04,6.5e-05,0.0,0.354,0.684,148.173,177345
Pop Christmas 2022,Neon Trees,5IEYuPuSbReekSa8Jvx51t,0.529,0.818,6,-6.622,1,0.04,6.5e-05,0.0,0.354,0.684,148.173,177345
Weihnachtspop 2022,Neon Trees,00gxx5tCbWPxr76vGNED8B,0.529,0.818,6,-6.622,1,0.04,6.5e-05,0.0,0.354,0.684,148.173,177345
Alternative Christmas 2022,Neon Trees,0WBKz2TSI4OEAWZnnX5Jzl,0.529,0.818,6,-6.622,1,0.04,6.5e-05,0.0,0.354,0.684,148.173,177345
Workout Hits 2023,Smash Mouth,1Uu1dI6OcKWuMLLv8ki3lN,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,200373
Обратно в клас - rock,Neon Trees,0VubuUqnJDOm2pD144598j,0.474,0.916,8,-3.93,1,0.0624,0.00504,0.0,0.325,0.745,154.948,177280
Halloween Spooky Party 2022,Godsmack,0Rv8J2jCczm7nxMurGBIcG,0.486,0.843,7,-6.085,1,0.0635,7.21e-05,0.682,0.0709,0.412,90.016,227240
OO's Music Grandi Successi,Smash Mouth,6AQl2w7IHk6jOYgSZcXj8z,0.559,0.972,6,-3.524,1,0.0639,0.0198,6.4e-06,0.393,0.92,82.336,183400
Los Clásicos del Pop 90s,Smash Mouth,44zVV7hw9cCj2tmzCmmChE,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,200373
Halloween 2022,Smash Mouth,2s0QwtFt0lBDGPCnJeDvJz,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,200373
OO's Music Grandi Successi,Smash Mouth,5CwV9IOgmKbN7RdUTPBAYY,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,200373
Halloween Party 2022,Smash Mouth,1yXOiLikkgT70ND5Sj9Ov7,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,200373
90's Music Grandi Successi,Smash Mouth,3F4M4WsRWSIaHL2Nio1S8E,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,200373
Detonautas Acústico,Detonautas Roque Clube,3WtdWGFcbmVi2uKMcT4KZ2,0.616,0.833,2,-7.932,1,0.0323,0.0392,9.77e-05,0.801,0.553,104.043,236973
Обратно в клас - rock,Smash Mouth,0e6RXd6MAv6xdvHriDc0ud,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,200373
Hits Pop Rock 90's,Smash Mouth,7jeTJ7399PqgZvyfW1LrvK,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,200373
Halloween Metal Nights,Godsmack,6X3kcyCvy2stFdKuYP55Co,0.548,0.808,10,-5.484,1,0.0398,7.19e-05,0.00341,0.114,0.475,95.207,201666
Release Your ANGER,Rob Zombie;Ozzy Osbourne,424WY6p8kPClokqegSpJfV,0.527,0.924,6,-4.503,1,0.0367,7.92e-05,0.0671,0.705,0.324,102.036,251200
Halloween Hits,Rob Zombie,5G4roC38WFtOEF5Jo7vLUR,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,201400
90's Music Grandi Successi,The Verve,67tATduRRXN0FrbOeyxyuH,0.356,0.917,9,-6.005,1,0.0487,0.0336,0.0,0.406,0.523,171.172,357266
Twisted Halloween Hits,Rob Zombie,1nQYbtP8RwXxA7DwW6Kn38,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,201400
Pumpkin Patch Hits,Rob Zombie,4vvCo9Lxak9UqHVOyFmjFT,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,201400
Rock & Halloween,Rob Zombie,4ZbIwC19U5soz0akMfbUqD,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,201400
Twisted Halloween Hits,Rob Zombie,2TDtt2AF6IR5iTmVrCM1u8,0.514,0.975,11,-4.433,0,0.0609,7.65e-05,0.561,0.457,0.309,154.047,220226
Halloween Metal Nights,Rob Zombie,6VNgUdPze583ZMIqe9EAyF,0.579,0.978,0,-5.327,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,222893
Helloween Party,Rob Zombie,6AY2zdaF4LJykDhGGE4nv6,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,201400
Halloween Metal Nights,Rob Zombie,0ojuDHW8XG17heZBJHQyXJ,0.514,0.975,11,-4.433,0,0.0609,7.65e-05,0.561,0.457,0.309,154.047,220226
Halloween Party 2022,Rob Zombie,6q0hRmeFLlRB25616BLhgy,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,201400
Pumpkin Patch Hits,Rob Zombie,0X2rK2dB3aEGw1KOK0ioAL,0.579,0.978,0,-5.327,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,222893
Halloween Spooky Party 2022,Rob Zombie,5vp6CNekMfEWWi8FtqUlKx,0.518,0.948,6,-5.579,0,0.0676,0.00512,0.0996,0.228,0.548,103.025,201400
Twisted Halloween Hits,Rob Zombie,2AMjuIoFxAYnQ5PWrRceOP,0.579,0.978,0,-5.327,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,222893
Halloween Party 2022,Rob Zombie,7uhmQXCmglHzUEUA0ch9mh,0.579,0.978,0,-5.327,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,222893
Halloween Scary Party,Rob Zombie,7y5uK11sbFNiNEafUvntSL,0.579,0.978,0,-5.327,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,222893
Halloween Spooky Party 2022,Rob Zombie,2i0hWBMyrOXnGv3jWji0Lw,0.579,0.978,0,-5.327,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,222893
Halloween Metal Nights,Rob Zombie,3jcMkuNGMExEorJSML33D9,0.548,0.809,11,-4.001,0,0.0328,0.000298,2.96e-06,0.156,0.409,133.984,224306
Hits Pop Rock 90's,The Verve,6NXIFaZ5a9rtnhF7GAHF0U,0.356,0.917,9,-6.005,1,0.0487,0.0336,0.0,0.406,0.523,171.172,357266
Обратно в клас - rock,The Verve,5XEYNhZdOT7QUfoXxVSdbu,0.356,0.917,9,-6.005,1,0.0487,0.0336,0.0,0.406,0.523,171.172,357266
Wiped Out!,The Neighbourhood,0EfsDEYaSjGYd66Pr881nq,0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,235160
Being Funny In A Foreign Language,The 1975,1fDFHXcykq4iw8Gg7s5hG9,0.416,0.762,2,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967,326490
Babel,Sam Tinnesz,0yqrhHrcWLMjBylHReDN5u,0.553,0.89,0,-4.879,1,0.0413,0.123,0.0,0.139,0.674,87.871,169758
Chip Chrome & The Mono-Tones,The Neighbourhood,7IL8PSVwLOJxqYne6azxQv,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,234093
Death to the Pixies,Pixies,0KzAbK6nItSqNh8q70tb0K,0.513,0.442,4,-13.529,1,0.0343,0.00731,0.000838,0.0878,0.243,81.201,229226
So Tonight That I Might See,Mazzy Star,1LzNfuep1bnAUR9skqdHCK,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600
This fffire,Franz Ferdinand,46gSk82duJtX3TTA182ruG,0.442,0.887,4,-5.943,0,0.1,0.0259,4.57e-06,0.0655,0.637,146.358,218080
A Brief Inquiry Into Online Relationships,The 1975,3TgMcrV32NUKjEG2ujn9eh,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,248335
Being Funny In A Foreign Language,The 1975,7omxuGYsym1n2RlVf86OF9,0.542,0.433,9,-10.47,1,0.0305,0.897,0.173,0.101,0.495,140.939,250900
Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264306
The Mystic,Adam Jensen,424GDxARRXRaZ7Mla9EDI2,0.556,0.72,4,-5.132,0,0.0415,0.358,0.0,0.146,0.405,125.324,189600
Surfer Rosa,Pixies,7wCmS9TTVUcIhRalDYFgPy,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,234973
Urban Hymns (Remastered 2016),The Verve,57iDDD9N9tTWe75x6qhStw,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,357266
Astro Lounge,Smash Mouth,3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,200373
Acústico (Ao Vivo),Charlie Brown Jr.,3JRi5bymnIQ2fhIetoOm3r,0.568,0.94,4,-6.414,1,0.0402,0.0366,0.00314,0.735,0.738,114.873,190400
sadsadchristmas,Mazzy Star,0XsYX3MLhyIW2nmMiJjGN2,0.59,0.229,7,-13.174,1,0.0301,0.115,0.00168,0.0854,0.168,96.859,297893
Los Clásicos del Pop 90s,Mazzy Star,2uLtcnTKpk0FFdNbqhT7tH,0.248,0.399,9,-11.011,1,0.0283,0.306,0.00119,0.0728,0.198,52.401,297160
Release Your ANGER,Bullet For My Valentine,5waHhqlk8iTweFuHeZz9CZ,0.547,0.941,1,-4.631,1,0.0824,5.72e-06,0.000756,0.323,0.331,100.007,301426
OO's Music Grandi Successi,Hoobastank,5pIXg8cywRwdTyFeVsWtht,0.474,0.671,4,-4.649,1,0.0289,0.0129,0.0,0.159,0.0682,82.94,232800
Rock - Best of 2022,Royal Blood,3CMA6bdFwobZpvStfR2jls,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,186847
Release Your ANGER,Bullet For My Valentine,1CfKabrnieuwFYodtDZvvw,0.413,0.923,9,-4.487,1,0.053,9.24e-06,0.00102,0.0883,0.504,150.059,281757
Kinky (Remastered),Kinky,1ABzvnkHLpLaIN7VlB00LJ,0.83,0.838,6,-6.77,1,0.0776,0.0805,0.517,0.073,0.829,104.418,191000
Santa's Christmas List,Chris Tomlin,1EWRXz6c0WPKae8vziEnZi,0.418,0.876,2,-5.157,1,0.0529,0.00187,0.0,0.829,0.341,128.033,230720
Hot Mix Pop,Royal Blood,4JuKzBOcFT6ZDX1bINNI1C,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,186847
Christmas Dinner,Chris Tomlin;Lauren Daigle,1GN7Kn9Hr4pOpVVxBL1ZUD,0.349,0.261,10,-9.478,0,0.0306,0.748,0.0,0.104,0.103,137.954,257720
Rock Brandneu,Royal Blood,7em6T7mETpDEzyPg2UArtk,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,186847
Santa's Christmas List,Chris Tomlin;Audrey Assad,2eXCP4kLEm5b11TH2MVas6,0.444,0.33,2,-15.594,1,0.262,0.954,1.49e-06,0.676,0.308,95.47,212773
Обратно в клас - rock,Hoobastank,5S9KnOMLC5vRckzbvzasEs,0.474,0.671,4,-4.649,1,0.0289,0.0129,0.0,0.159,0.0682,82.94,232800
Modo trabajación,Los Prisioneros,3To5owsnumbjenW1G5j0VK,0.676,0.67,9,-7.218,0,0.051,0.00565,0.00676,0.0805,0.725,90.232,336933
Alternative Christmas 2022,Chris Tomlin,5AOrknyCsTI1KUBr92efWi,0.699,0.585,7,-5.755,1,0.0297,0.246,0.000329,0.0975,0.757,124.054,215373
Christmas Vibes But Not Christmas Songs,Mazzy Star,7B0r4rRL37jsjGFualPIyF,0.59,0.229,7,-13.174,1,0.0301,0.115,0.00168,0.0854,0.168,96.859,297893
Here to Forever - All New Indie,Royal Blood,0ivAXyBo7oud7Xkffq4aLG,0.767,0.694,1,-5.059,0,0.0384,0.0629,0.0,0.32,0.78,112.012,228400
Maintain Your Mojo,Royal Blood,5Zk9paAVhGvRR1N0s3e0BA,0.657,0.817,0,-4.415,1,0.0554,0.262,0.00679,0.248,0.651,107.992,184053
Top of the Rock,Royal Blood,54RIrgjhCmUvAwmUuDqJTA,0.523,0.8,9,-5.243,1,0.101,0.00537,0.0,0.398,0.604,125.886,186847
Alternative Rock Mixtape,Royal Blood,7JOIlJ9KSPIr8SRK4zl8zj,0.657,0.817,0,-4.415,1,0.0554,0.262,0.00679,0.248,0.651,107.992,184053
20's Rock,Royal Blood,2f14KQkkTTPbqjkBySHhwA,0.767,0.694,1,-5.059,0,0.0384,0.0629,0.0,0.32,0.78,112.012,228400
Halloween 2022 Pop Vol. 4,Aleks Syntek,0JTDayhfakCBhqdaIj9dfx,0.63,0.484,8,-7.25,1,0.0313,0.892,1.33e-06,0.154,0.502,147.882,236866
Rock Workout 2023,The Verve,1PYe4YkKMsZ4JdvEZYBE6m,0.356,0.917,9,-6.005,1,0.0487,0.0336,0.0,0.406,0.523,171.172,357266
All Out Alternative,Royal Blood,3T5o2gOsExc13J9yfo1sPF,0.767,0.694,1,-5.059,0,0.0384,0.0629,0.0,0.32,0.78,112.012,228400
Rock un sentimiento vol. I,La Ley,2aewgnU4FvXgiML6qKLkJW,0.709,0.392,9,-17.241,0,0.0369,0.193,0.734,0.0631,0.951,124.074,293853
Timeless Rock Hits,Royal Blood,5zLtABAGH8rxBXOyEgqCgl,0.657,0.817,0,-4.415,1,0.0554,0.262,0.00679,0.248,0.651,107.992,184053
Rock x siempre,Fito Paez,3NSLr0b5MRGgLM298WQjMZ,0.746,0.506,7,-7.945,1,0.0267,0.159,0.0,0.273,0.35,101.361,175720
Rock un sentimiento vol. I,Los Prisioneros,1uOe9m9bAiAY4kGnGDu1Ns,0.79,0.606,4,-7.699,1,0.0519,0.014,0.00488,0.133,0.903,135.276,244053
Modo trabajación,Los Prisioneros,41cQE0wfKFnNV9dteynr92,0.66,0.742,11,-8.08,1,0.034,0.00151,4.04e-06,0.15,0.46,130.271,383573
TickTok Back To School 2022,Molotov,67pfgJfLwgY17o31SpisHw,0.701,0.818,9,-7.623,0,0.0354,0.518,0.000181,0.288,0.45,90.032,256385
Rock un sentimiento vol. I,Los Prisioneros,6dxbdD5E6SILwAfBk5NTC2,0.66,0.742,11,-8.08,1,0.034,0.00151,4.04e-06,0.15,0.46,130.271,383573
Modo trabajación,Los Prisioneros,3Kk30svEH2XoNsEvM3jyOP,0.775,0.507,2,-9.289,0,0.165,0.0015,3.34e-06,0.0677,0.752,92.229,211626
