Title,Artist,ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Get Down,Gilbert O'Sullivan,4WSzF3uHt2AVWdzSD73sMf,0.727,0.975,1,-5.451,1,0.0634,0.451,0.000327,0.0328,0.612,123.28,161893
Go All The Way,Raspberries,75GQIYnRaBg7ndHxhfYuQy,0.305,0.849,9,-4.892,1,0.0999,0.548,0.000134,0.0995,0.555,134.287,205347
Two Of Us - Remastered 2009,The Beatles,0CaBBQsaAiRHhiLmzi7ZRp,0.726,0.702,7,-10.757,1,0.032,0.0974,3.46e-05,0.239,0.931,109.114,216813
Across The Universe - Remastered 2009,The Beatles,4dkoqJrP0L8FXftrMZongF,0.257,0.412,1,-11.788,1,0.0287,0.361,8.68e-05,0.0702,0.858,152.126,228133
I Me Mine - Remastered 2009,The Beatles,2BMqay80iBzZTa608Y1eG1,0.291,0.638,9,-7.854,0,0.0554,0.179,0.0,0.101,0.525,185.235,145587
Let It Be - Remastered 2009,The Beatles,7iN1s7xHE4ifF5povM6A48,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,243027
One After 909 - Remastered 2009,The Beatles,50qHmeex1nPTyQTwBXjSE4,0.554,0.828,4,-6.435,1,0.0739,0.0307,0.0,0.907,0.888,90.95,173960
The Long And Winding Road - Remastered 2009,The Beatles,3mlMpmY8oZIBFc39D9zLbh,0.299,0.329,3,-10.096,1,0.0279,0.756,0.0105,0.0559,0.392,132.282,218187
Get Back - Remastered 2009,The Beatles,4MLBqAEzNN89o2M9h92Z26,0.761,0.592,2,-9.836,1,0.0586,0.492,0.00626,0.61,0.332,123.095,189387
Come Together - Remastered 2009,The Beatles,2EqlS6tkEnglzr7tkKAAYD,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947
Something - Remastered 2009,The Beatles,0pNeVovbiZHkulpGeOx1Gj,0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,182293
Maxwell's Silver Hammer - Remastered 2009,The Beatles,2S8xyNRJX1XQdo3qnTuovI,0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,207920
Oh! Darling - Remastered 2009,The Beatles,2mxByJWOajjiVsLWjNXvDJ,0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,207240
Octopus's Garden - Remastered 2009,The Beatles,0suLngfo7rJoetk7Ub6N8l,0.626,0.512,1,-9.15,0,0.0247,0.155,4.65e-05,0.215,0.73,92.225,170720
I Want You (She's So Heavy) - Remastered 2009,The Beatles,3Z25k4ZF6QENy2d9YatsM5,0.37,0.515,2,-9.487,0,0.0321,0.0233,0.205,0.0966,0.42,115.732,467320
Here Comes The Sun - Remastered 2009,The Beatles,6dGnYIeXmHdcikdzNNDMm2,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733
Because - Remastered 2009,The Beatles,1rxoyGj1QuPoVi8fOft1Kt,0.328,0.249,2,-11.777,1,0.0272,0.754,5.77e-06,0.134,0.162,81.257,165667
You Never Give Me Your Money - Remastered 2009,The Beatles,1jOLTO379yIu9aMnCkpMQl,0.335,0.416,0,-11.051,1,0.0348,0.345,0.136,0.116,0.223,174.464,242973
Sun King - Remastered 2009,The Beatles,4nwKdZID1ht0lDBJ5h2p87,0.483,0.177,2,-17.629,1,0.0277,0.284,0.499,0.116,0.192,74.994,146267
Mean Mr Mustard - Remastered 2009,The Beatles,4JOyMhad5dD81uGYLGgKrS,0.676,0.596,4,-9.107,1,0.0272,0.0699,1.96e-05,0.351,0.97,100.687,66533
Polythene Pam - Remastered 2009,The Beatles,1FTCA6wQwulQFokDddKE68,0.474,0.939,11,-8.884,0,0.199,0.00472,0.674,0.19,0.499,166.829,72640
She Came In Through The Bathroom Window - Remastered 2009,The Beatles,2jtUGFsqanQ82zqDlhiKIp,0.53,0.72,2,-8.793,1,0.0338,0.00376,3.38e-05,0.314,0.69,80.652,118627
Golden Slumbers - Remastered 2009,The Beatles,01SfTM5nfCou5gQL70r6gs,0.419,0.152,0,-12.126,1,0.0277,0.326,0.0034,0.113,0.239,80.608,91760
Carry That Weight - Remastered 2009,The Beatles,5eZrW59C3UgBhkqNlowEID,0.543,0.458,0,-8.976,1,0.0274,0.226,0.00663,0.298,0.704,84.319,96467
The End - Remastered 2009,The Beatles,5aHHf6jrqDRb1fcBmue2kn,0.647,0.487,11,-10.119,0,0.0689,0.00101,0.285,0.138,0.222,123.444,141613
Her Majesty - Remastered 2009,The Beatles,6UCFZ9ZOFRxK8oak7MdPZu,0.703,0.215,2,-23.03,1,0.0892,0.728,1.23e-06,0.13,0.522,100.874,25987
All Together Now - Remastered 2009,The Beatles,2ck8lFrYAch2GPtdhpTHe3,0.587,0.431,2,-9.495,1,0.0686,0.0722,0.0,0.561,0.778,95.937,130893
All You Need Is Love - Remastered 2009,The Beatles,2Z8cY4QpZTFUZxCQCpvNe1,0.4,0.463,7,-8.455,1,0.0288,0.345,4.59e-05,0.286,0.627,103.103,231213
Dear Prudence - Remastered 2009,The Beatles,5NQYyej46WQkgCbnzGD21W,0.388,0.529,7,-10.533,1,0.0436,0.16,0.0681,0.108,0.332,150.721,235773
Glass Onion - Remastered 2009,The Beatles,2jAojvUaPoHPFSPpF0UNRo,0.523,0.51,7,-9.827,0,0.0514,0.0123,8.38e-05,0.108,0.789,120.432,137840
"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles,1gFNm7cXfG1vSMcxPpSxec,0.818,0.728,10,-8.331,1,0.0314,0.232,0.0642,0.251,0.975,113.059,188960
Wild Honey Pie - Remastered 2009,The Beatles,6j67aNAPeQ31uw4qw4rpLa,0.792,0.763,2,-11.185,1,0.0506,0.425,0.627,0.789,0.152,89.9,52973
The Continuing Story Of Bungalow Bill - Remastered 2009,The Beatles,5Z3Rd1fMcaty8g5Pn7yhBQ,0.621,0.459,0,-10.414,1,0.104,0.224,0.0,0.656,0.648,114.816,194160
While My Guitar Gently Weeps - Remastered 2009,The Beatles,389QX9Q1eUOEZ19vtzzI9O,0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.702,115.0,285000
Happiness Is A Warm Gun - Remastered 2009,The Beatles,71LsKf3xISiOlY1mj7FFPP,0.431,0.54,9,-9.6,0,0.0589,0.523,1.34e-06,0.169,0.44,139.288,164547
Martha My Dear - Remastered 2009,The Beatles,1swmf4hFMJYRNA8Rq9PVaW,0.472,0.292,10,-11.591,1,0.0321,0.872,0.0007,0.128,0.824,177.624,148573
I'm So Tired - Remastered 2009,The Beatles,2X9H5BokS1u5O46YpNYNsZ,0.433,0.483,9,-9.422,1,0.175,0.656,2.64e-05,0.539,0.717,68.492,123493
Blackbird - Remastered 2009,The Beatles,5jgFfDIR6FR0gvlA56Nakr,0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,138387
Piggies - Remastered 2009,The Beatles,4ZmjfLdJXbqjAENqk7eWSE,0.542,0.445,8,-9.105,1,0.0303,0.643,0.0,0.516,0.52,93.245,124267
Rocky Raccoon - Remastered 2009,The Beatles,1ITQbrueGLl581a25XXm9c,0.599,0.363,7,-11.728,1,0.0315,0.333,0.0,0.243,0.648,79.456,213107
Don't Pass Me By - Remastered 2009,The Beatles,4zq4rrfHZeZsTbo5vjJXSV,0.599,0.537,0,-9.617,1,0.0254,0.594,1.92e-05,0.194,0.946,84.895,230453
Why Don't We Do It In The Road? - Remastered 2009,The Beatles,4eLIq1nQNwz2qLu8DeiWIp,0.589,0.522,2,-8.718,1,0.0521,0.53,0.000243,0.0993,0.957,187.688,101160
I Will - Remastered 2009,The Beatles,09x9v1o51dbqi5H0u7UGfp,0.631,0.387,5,-11.529,1,0.0262,0.742,0.000406,0.0822,0.832,103.11,105933
Julia - Remastered 2009,The Beatles,5FnpXVgDOk2sLT58qM22Of,0.512,0.0953,2,-16.082,1,0.0304,0.828,0.000268,0.117,0.193,134.706,176667
Birthday - Remastered 2009,The Beatles,1ABegtCPBMMJaMpfDyATjE,0.541,0.727,2,-7.509,1,0.0384,7.37e-05,0.717,0.232,0.91,139.239,163080
Yer Blues - Remastered 2009,The Beatles,2AsGApoUuN8pTM17Lq9eUd,0.327,0.525,9,-10.272,1,0.0475,0.000875,0.259,0.133,0.435,151.766,240453
Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009,The Beatles,64P3zpRsDHIk7YTpRtaKYL,0.523,0.731,2,-8.613,1,0.0559,0.0207,0.000464,0.081,0.81,117.089,144773
Sexy Sadie - Remastered 2009,The Beatles,2tBv9tAdqEbLNDi5smSjbg,0.577,0.624,0,-9.626,1,0.0285,0.33,0.00622,0.117,0.671,75.478,195267
Helter Skelter - Remastered 2009,The Beatles,0Bs0hUYxz7REyIHH7tRhL2,0.166,0.831,9,-8.469,1,0.0894,0.000606,0.846,0.811,0.281,167.518,269787
Revolution 1 - Remastered 2009,The Beatles,1aOzDhi5a1RWWRy5dmYA8I,0.386,0.626,9,-9.451,1,0.0377,0.0785,0.00164,0.621,0.695,98.425,255707
Honey Pie - Remastered 2009,The Beatles,1TPcNcmuKlq0PKpYOBgP1U,0.537,0.297,7,-15.452,1,0.0822,0.88,1.5e-05,0.145,0.553,144.197,161160
Revolution 9 - Remastered 2009,The Beatles,5dZ8PeKKZJLIQAWNTdp8WX,0.208,0.615,2,-15.297,0,0.342,0.769,0.118,0.824,0.101,91.158,502013
Magical Mystery Tour - Remastered 2009,The Beatles,0qHMhBZqYb99yhX9BHcIkV,0.297,0.613,9,-9.065,1,0.0931,0.0385,3.98e-05,0.0734,0.338,170.962,170107
The Fool On The Hill - Remastered 2009,The Beatles,6rHh8urosEFRI67xVa6fzU,0.356,0.26,4,-10.577,0,0.0314,0.913,2.1e-06,0.105,0.49,144.184,179107
Blue Jay Way - Remastered 2009,The Beatles,0QIX9BS0AUCQcHYvyrsMkV,0.294,0.407,0,-11.575,1,0.0308,0.0258,0.000219,0.0852,0.0378,101.052,235067
Your Mother Should Know - Remastered 2009,The Beatles,1dxbAIfCASqv6jix2R1Taj,0.698,0.293,0,-11.361,1,0.0332,0.784,0.0106,0.0936,0.724,117.613,148413
I Am The Walrus - Remastered 2009,The Beatles,6Pq9MmkDQYZiiCDpxnvrf6,0.401,0.556,2,-10.532,1,0.0513,0.0828,0.000359,0.589,0.654,85.206,275867
"Hello, Goodbye - Remastered 2009",The Beatles,0vZ97gHhemKm6c64hTfJNA,0.479,0.733,0,-8.753,1,0.0256,0.306,2.4e-05,0.414,0.806,99.307,208840
Strawberry Fields Forever - Remastered 2009,The Beatles,3Am0IbOxmvlSXro7N5iSfZ,0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,247320
Penny Lane - Remastered 2009,The Beatles,1h04XMpzGzmAudoI6VHBgA,0.651,0.488,9,-8.22,1,0.0316,0.212,0.026,0.136,0.49,113.038,180893
"Baby, You're A Rich Man - Remastered 2009",The Beatles,0JBvtprXP2Z0LP3jmzA7Xp,0.619,0.625,7,-9.635,1,0.036,0.0119,1.05e-06,0.152,0.467,96.751,181307
Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,The Beatles,4fUKE8EULjQdHF4zb0M8FO,0.451,0.673,7,-9.115,1,0.0734,0.0857,0.00225,0.797,0.583,95.513,122893
With A Little Help From My Friends - Remastered 2009,The Beatles,2RnPATK99oGOZygnD2GTO6,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,164107
Lucy In The Sky With Diamonds - Remastered 2009,The Beatles,25yQPHgC35WNnnOUqFhgVR,0.311,0.325,2,-9.042,1,0.0283,0.0469,0.0,0.139,0.668,65.09,208467
Getting Better - Remastered 2009,The Beatles,3LtOmWpTXLhilL5odoKysR,0.632,0.471,0,-7.887,1,0.0348,0.313,5.08e-06,0.0712,0.764,121.672,168120
Fixing A Hole - Remastered 2009,The Beatles,3pKKxkeB1pOUMHwWBmKc3Y,0.469,0.507,0,-8.917,0,0.0451,0.382,0.0,0.0783,0.619,112.984,156827
She's Leaving Home - Remastered 2009,The Beatles,3PjMtNzwhDHqxoKudm6GvF,0.381,0.214,4,-11.629,1,0.0337,0.944,0.0,0.106,0.393,127.581,215160
Being For The Benefit Of Mr. Kite! - Remastered 2009,The Beatles,6W35n1UlkvqhfMZstB4BXs,0.526,0.413,0,-9.865,1,0.0446,0.338,0.0,0.0992,0.71,111.874,157533
Within You Without You - Remastered 2009,The Beatles,3Umg8CDhO8dOSj7yBTInYb,0.352,0.479,6,-9.965,1,0.0338,0.339,0.000353,0.486,0.354,126.166,304667
When I'm Sixty Four - Remastered 2009,The Beatles,1NrbnHlR2BFREcyWXHIHip,0.704,0.241,1,-13.258,1,0.0476,0.625,2.8e-05,0.0868,0.661,140.411,157667
Lovely Rita - Remastered 2009,The Beatles,6h9W5FxX4E9lUFsyq8j1AD,0.61,0.471,8,-9.151,0,0.0261,0.0634,0.0,0.118,0.63,87.379,162093
Good Morning Good Morning - Remastered 2009,The Beatles,0xIuNHHcKI1JDuBPlSwzb1,0.542,0.618,2,-8.876,1,0.139,0.0858,0.0,0.772,0.93,121.849,161227
Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered 2009,The Beatles,42ocGQCOT0xYtV3f5kJDsD,0.653,0.889,0,-8.006,1,0.0453,0.0061,0.589,0.892,0.879,118.773,79067
A Day In The Life - Remastered 2009,The Beatles,0hKRSZhUGEhKU6aNSPBACZ,0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,337413
Taxman - Remastered 2009,The Beatles,4BRkPBUxOYffM2QXVlq7aC,0.469,0.596,7,-8.348,1,0.0749,0.0101,0.0,0.321,0.783,133.586,158853
Eleanor Rigby - Remastered 2009,The Beatles,5GjPQ0eI7AgmOnADn1EO6Q,0.581,0.28,4,-9.091,0,0.0381,0.936,1.56e-05,0.305,0.813,137.831,126533
I'm Only Sleeping - Remastered 2009,The Beatles,2ylCrFiBu98SC0vFfaCent,0.494,0.47,8,-9.599,0,0.0301,0.21,0.0,0.28,0.698,103.477,180320
"Here, There And Everywhere - Remastered 2009",The Beatles,2B4Y9u4ERAFiMo13XPJyGP,0.29,0.247,7,-12.125,1,0.0383,0.921,0.00565,0.0917,0.36,165.361,144880
Yellow Submarine - Remastered 2009,The Beatles,50xwQXPtfNZFKFeZ0XePWc,0.604,0.549,1,-9.873,1,0.0389,0.531,0.0,0.438,0.696,111.398,158880
She Said She Said - Remastered 2009,The Beatles,3VSuWxZM6x6V3ig5nYtikL,0.329,0.678,3,-7.878,1,0.0344,0.103,0.168,0.843,0.672,106.476,156040
Good Day Sunshine - Remastered 2009,The Beatles,7HTH1ppjkkOe7RLoBDKXYJ,0.77,0.496,11,-8.45,1,0.0468,0.719,0.0,0.123,0.571,117.331,129293
And Your Bird Can Sing - Remastered 2009,The Beatles,4KRgqwb4kvBuTz1utbYxfb,0.555,0.65,4,-6.936,1,0.0282,0.0067,0.0491,0.236,0.966,132.59,120493
Doctor Robert - Remastered 2009,The Beatles,1ob06Ol8FMIPQgjpg7bMyk,0.394,0.64,4,-8.992,1,0.0488,0.164,0.139,0.153,0.574,164.626,134267
Got To Get You Into My Life - Remastered 2009,The Beatles,3tGhRLgcCP6SIZU3tbGl7l,0.521,0.524,0,-6.136,1,0.0302,0.42,9.27e-06,0.0838,0.711,136.679,149240
Tomorrow Never Knows - Remastered 2009,The Beatles,00oZhqZIQfL9P5CjOP6JsO,0.38,0.829,5,-6.105,1,0.0405,8.4e-05,0.00208,0.342,0.0534,125.887,179547
Drive My Car - Remastered 2009,The Beatles,06ypiqmILMdVeaiErMFA91,0.754,0.571,2,-8.547,1,0.0421,0.0173,0.0,0.3,0.82,122.463,148893
Norwegian Wood (This Bird Has Flown) - Remastered 2009,The Beatles,1H7gMYGykdtwZOV6s1N0by,0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625,124693
Nowhere Man - Remastered 2009,The Beatles,5SUlhldQJtOhUr2GzH5RI7,0.534,0.624,4,-9.589,1,0.0462,0.00797,0.0,0.128,0.687,121.402,163693
Think For Yourself - Remastered 2009,The Beatles,64bKVrkaXQAKx04dLHqCNz,0.529,0.567,0,-9.796,1,0.0282,0.0124,0.0,0.0729,0.799,130.544,138520
Michelle - Remastered 2009,The Beatles,5By7Pzgl6TMuVJG168VWzS,0.578,0.29,5,-12.501,0,0.0341,0.652,0.0,0.105,0.666,117.403,162373
Girl - Remastered 2009,The Beatles,6tQvjqDIK9GXWIC6mejms8,0.699,0.294,5,-13.205,0,0.0294,0.587,0.0,0.117,0.893,96.615,151720
In My Life - Remastered 2009,The Beatles,3KfbEIOC7YIv90FIfNSZpo,0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239,146333
Run For Your Life - Remastered 2009,The Beatles,4gUYV3ktbaOeAK5KrXMWV5,0.563,0.705,2,-9.232,1,0.103,0.0103,0.0,0.0552,0.822,176.732,141093
Help! - Remastered 2009,The Beatles,7DD7eSuYSC5xk2ArU62esN,0.534,0.725,6,-7.576,0,0.0332,0.188,0.0,0.0994,0.763,95.003,139560
The Night Before - Remastered 2009,The Beatles,5xcfepnz1v7a83T8An9gjw,0.461,0.762,2,-6.727,1,0.0379,0.0537,0.0,0.238,0.632,84.496,154933
You've Got To Hide Your Love Away - Remastered 2009,The Beatles,4F1AgKpuFRMLEgtPETVwZk,0.398,0.392,7,-9.05,1,0.0282,0.207,0.0,0.102,0.378,184.267,129120
You're Going To Lose That Girl - Remastered 2009,The Beatles,70HNt0eoBVqr4ss68U8x3B,0.533,0.66,4,-7.694,1,0.0337,0.346,0.0,0.26,0.818,131.975,138667
Ticket To Ride - Remastered 2009,The Beatles,7CZiDzGVjUssMSOXrDNYHL,0.519,0.85,9,-6.777,1,0.0678,0.0457,0.0,0.233,0.749,123.419,189680
Yesterday - Remastered 2009,The Beatles,3BQHpFgAp4l80e1XslIjNI,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,125667
Dizzy Miss Lizzy - Remastered 2009,The Beatles,70Dohn82wv6VtxGesqRzbZ,0.373,0.934,9,-6.753,1,0.0591,0.116,0.00445,0.0962,0.918,136.037,176507
No Reply - Remastered 2009,The Beatles,4ltC6PrqkTtpcRNi5lvS4z,0.718,0.593,0,-9.976,1,0.0377,0.67,0.0,0.172,0.869,124.251,136067
I'm A Loser - Remastered 2009,The Beatles,7wC4EW11mBVxDK3xdC7FTf,0.492,0.628,7,-7.813,1,0.0439,0.567,1.07e-06,0.267,0.856,89.877,150027
Rock And Roll Music - Remastered 2009,The Beatles,7Ho3T7ERfooiAfvODaMQ2N,0.457,0.917,9,-6.213,1,0.0441,0.566,0.0,0.333,0.965,167.092,151280
I'll Follow The Sun - Remastered 2009,The Beatles,45WX2cfbL8bCIqv3rOq1G3,0.689,0.313,0,-10.073,1,0.0366,0.789,0.0,0.144,0.625,133.754,108853
Eight Days A Week - Remastered 2009,The Beatles,1Dg4dFJr3HW7sbA7vPejre,0.652,0.583,9,-7.811,1,0.038,0.412,0.0,0.119,0.744,138.134,163600
Honey Don't - Remastered 2009,The Beatles,2d7GP7Fz1NrfPpo7MzWZgb,0.629,0.545,4,-11.466,1,0.0348,0.473,5.08e-05,0.0854,0.735,162.438,177427
A Hard Day's Night - Remastered 2009,The Beatles,5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,0,-6.481,1,0.0371,0.137,0.0,0.0996,0.797,138.514,154200
I Should Have Known Better - Remastered 2009,The Beatles,3pU1CUgPiFfxPCpscwIwQR,0.682,0.444,7,-7.689,1,0.0289,0.257,0.0,0.115,0.91,130.704,163080
If I Fell - Remastered 2009,The Beatles,1hgvykolO4kBIEozATmpyj,0.665,0.31,2,-8.928,1,0.0278,0.68,0.0,0.0877,0.568,108.211,139467
I'm Happy Just To Dance With You - Remastered 2009,The Beatles,0gd50I2gKioJ59C827EdAY,0.658,0.537,6,-7.535,0,0.0307,0.138,0.0,0.0572,0.887,132.115,116373
And I Love Her - Remastered 2009,The Beatles,65vdMBskhx3akkG9vQlSH1,0.767,0.331,1,-10.777,0,0.0337,0.64,0.0,0.0681,0.636,113.312,149693
Can't Buy Me Love - Remastered 2009,The Beatles,3SdingSsFcZDZAyvcJbgAw,0.483,0.677,0,-5.91,1,0.0593,0.283,0.0,0.321,0.842,170.72,131867
Any Time At All - Remastered 2009,The Beatles,70XHAdaMaoLIOVb1hSaeJ4,0.612,0.719,2,-7.026,1,0.0398,0.366,3.88e-06,0.437,0.744,141.016,131280
I'll Cry Instead - Remastered 2009,The Beatles,01xMiErR26kH1KCif6uEYI,0.643,0.73,7,-6.859,1,0.0347,0.0917,0.0,0.253,0.96,96.711,105987
Things We Said Today - Remastered 2009,The Beatles,0voUr8lubIafUVJlauJxYF,0.551,0.575,2,-8.208,0,0.0332,0.239,0.0,0.112,0.516,137.054,155333
I'll Be Back - Remastered 2009,The Beatles,3lSi6qfnp2YZazTzcOLBZk,0.721,0.527,9,-7.224,1,0.0293,0.744,0.0,0.186,0.641,123.902,144187
It Won't Be Long - Remastered 2009,The Beatles,4ekUX4pWizXXksJe0JfS9U,0.472,0.673,4,-8.853,1,0.0318,0.284,0.0,0.206,0.862,133.117,133387
All My Loving - Remastered 2009,The Beatles,4joiWvli4qJVEW6qZV2i2J,0.416,0.563,1,-8.724,0,0.0298,0.207,0.0,0.343,0.9,77.56,127853
Don't Bother Me - Remastered 2009,The Beatles,7y1hMqXNa0dKQLZH7CKbUG,0.371,0.724,2,-9.792,1,0.0562,0.554,0.0,0.299,0.916,170.377,148253
Roll Over Beethoven - Remastered 2009,The Beatles,3idqWaBn3mRdsIodCU6uBi,0.351,0.749,2,-9.435,1,0.0628,0.289,0.0,0.0952,0.967,160.673,165467
You Really Got A Hold On Me - Remastered 2009,The Beatles,7rgUYidQh5tH0YlXCoKaYJ,0.373,0.388,9,-9.31,1,0.0337,0.525,0.0,0.267,0.687,77.643,181347
Money (That's What I Want) - Remastered 2009,The Beatles,3zw4FTrVNfy2teEkV9FOvh,0.545,0.853,11,-8.369,0,0.0394,0.425,0.0,0.266,0.923,128.816,169507
I Saw Her Standing There - Remastered 2009,The Beatles,3KiexfmhxHvG5IgAElmTkd,0.491,0.801,4,-9.835,1,0.0361,0.27,0.0,0.0665,0.971,160.109,173947
Chains - Remastered 2009,The Beatles,3JQWLa88R35d971o5bIImd,0.654,0.561,10,-10.551,1,0.0304,0.608,0.0,0.129,0.929,129.884,145080
Please Please Me - Remastered 2009,The Beatles,6EHuOufBeL6vk3TvVJB5qo,0.527,0.48,4,-9.61,1,0.028,0.334,0.0,0.0702,0.706,139.388,120853
Love Me Do - Remastered 2009,The Beatles,3VbGCXWRiouAq8VyMYN2MI,0.52,0.829,0,-6.228,1,0.0806,0.386,6.2e-05,0.227,0.744,147.997,141693
P.S. I Love You - Remastered 2009,The Beatles,7Msq9qojB7yORuJvz49iUy,0.635,0.656,2,-8.5,1,0.0291,0.389,0.00127,0.0828,0.77,134.435,124360
There's A Place - Remastered 2009,The Beatles,4dessGxnKXmTbHPhVgqODq,0.455,0.582,4,-10.009,1,0.0292,0.629,4.22e-06,0.172,0.927,140.928,110493
Twist And Shout - Remastered 2009,The Beatles,5ZBeML7Lf3FMEVviTyvi8l,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,155227
Do You Want To Know A Secret - Remastered 2009,The Beatles,7Aobt67JnaF7qN8jCCKvHq,0.673,0.349,4,-12.414,1,0.0368,0.608,0.0,0.38,0.609,124.451,117013
It's Going To Take Some Time,Carpenters,5l9jDqPbzLpNOZJwGG1yMV,0.655,0.335,0,-12.998,1,0.0361,0.383,1.95e-05,0.118,0.238,117.141,179067
Jambalaya (On The Bayou),Carpenters,2JXszkWU3bRlh2mzJDTtON,0.668,0.576,7,-11.856,1,0.0499,0.392,4.66e-06,0.0507,0.914,99.057,217933
Touch Me When We're Dancing,Carpenters,0nDk8xvNoMbb2txOjqnmLi,0.419,0.399,7,-11.866,1,0.036,0.293,6.23e-06,0.0658,0.445,187.426,201240
Solitaire,Carpenters,4Gvln6OIhzi3QknGq10N41,0.248,0.297,4,-12.414,1,0.0306,0.111,1.36e-06,0.102,0.172,139.659,281667
We've Only Just Begun,Carpenters,100jqSgJRT0ki9fcrxRL8b,0.377,0.431,9,-9.095,1,0.0362,0.572,0.0,0.0873,0.342,87.106,185067
Only Yesterday,Carpenters,6nNc4FR98j7mfZpiJHx2BC,0.363,0.473,8,-11.561,1,0.0389,0.0382,0.0,0.0472,0.582,136.816,226360
Sing,Carpenters,5jirvq6SZikxjxYxIuLFtI,0.469,0.502,3,-12.46,1,0.0373,0.838,0.000229,0.0877,0.452,140.451,199973
Calling Occupants Of Interplanetary Craft (The Recognized Anthem Of World Contact Day),Carpenters,7eZxhog6rRwdrstCVHrBbZ,0.454,0.396,11,-11.419,1,0.0666,0.219,2.4e-06,0.36,0.388,130.587,429867
I Believe You,Carpenters,1jTLf56KxtkuSEMNzmHw0I,0.351,0.185,0,-15.286,1,0.0294,0.734,0.0,0.0817,0.231,140.64,235533
B'wana She No Home,Carpenters,5jQVxNqJ68xcJWhT0gjQ2b,0.729,0.439,3,-14.173,0,0.0377,0.502,0.00145,0.0255,0.939,140.41,335760
All You Get From Love Is A Love Song,Carpenters,4hPqAukQwnpav8inD8vWjU,0.573,0.523,10,-12.446,1,0.0338,0.291,0.0,0.0751,0.873,121.779,226533
I Just Fall In Love Again,Carpenters,00qmWy5YIv6vdNQfO5RGzp,0.161,0.268,5,-13.864,1,0.0384,0.679,0.000347,0.141,0.137,71.957,245200
On The Balcony Of The Casa Rosada/Don't Cry For Me Argentina,Carpenters,6gHMSDOE4QQoYoetE4xED8,0.307,0.148,9,-18.956,1,0.0436,0.895,0.000196,0.133,0.15,79.155,493040
"Sweet, Sweet Smile",Carpenters,1bpBM1RtCiVX8sVl3qwjvD,0.487,0.487,2,-13.049,1,0.0459,0.178,0.00244,0.0875,0.898,170.86,181760
Two Sides,Carpenters,0hREFxcZz5nefv8FO8MTfV,0.388,0.345,2,-14.13,1,0.0341,0.663,6.84e-05,0.129,0.366,83.384,208373
Man Smart Woman Smarter,Carpenters,1r3vGmiyrMsUh97H8wxXrJ,0.619,0.692,7,-10.888,1,0.0515,0.152,0.0142,0.232,0.962,157.662,261600
There's A Kind Of Hush,Carpenters,23WcHb3tHuIfjQXqm19FLm,0.729,0.403,2,-13.801,1,0.0351,0.466,0.000167,0.163,0.9,126.379,177427
You,Carpenters,2OtEBHbCnNUYuRudx8UFs0,0.283,0.302,2,-11.99,1,0.0301,0.683,0.0551,0.245,0.164,143.09,231493
Sandy,Carpenters,4duJIrARs8a1uURRSurBNX,0.403,0.277,2,-16.893,1,0.0472,0.923,0.000956,0.11,0.213,130.481,221173
Goofus,Carpenters,0akS5CnravKgyWljlRiJms,0.618,0.297,0,-15.035,1,0.104,0.338,0.00133,0.0876,0.67,76.73,189200
Can't Smile Without You,Carpenters,6ENjEsefwIOE9RsATpuGcK,0.42,0.216,0,-14.985,1,0.0304,0.907,3.91e-05,0.174,0.117,100.591,206333
I Need To Be In Love,Carpenters,5CMPmGVhRhNLZ1PIyYJG5O,0.29,0.265,9,-14.01,1,0.035,0.824,0.0226,0.0823,0.173,143.632,225827
One More Time,Carpenters,7Mor388Sr97JAjOedHr5lL,0.234,0.144,1,-20.237,1,0.0348,0.935,0.00128,0.114,0.168,165.763,210360
